1,2,3,4,5,6,7,8,9
"[0.01430498756481247, 0.36429701967127975]","[[-0.2277318593301165, -0.35289300204507235], [-0.09400723608355734, -0.20388512549033708]]","[[-0.32624451712468355, -0.43854848545497693], [-0.39409142490376414, -0.22516425170789148], [-0.152352104904091, -0.33204091051628687]]","[[-0.041173875632770134, -0.46498671258652186], [-0.2993670243960792, -0.1306311282158324], [-0.23343206187288035, -0.39905635110522214], [-0.1242366033797093, -0.2299834244258363]]","[[0.21791283729510122, -0.3451859720731072], [0.5246150578842218, -0.1749209719782184], [0.23417080448362212, 0.06149420791510773], [0.21628546435715315, -0.14179681516434317], [0.46094971099473236, 0.03541120369123469]]","[[0.1643264729387965, -0.2471077239796436], [-0.22534804549937193, -0.4918728234310363], [-0.026166131246113146, -0.09278119687647148], [-0.24451989516519138, -0.21339523607155425], [0.11868454116144263, -0.4574197693624388], [-0.058907778787058426, -0.30919141315076737]]","[[-0.23895008888738212, 0.05027357720500052], [0.04847041368780161, 0.3376116924566045], [0.007425979130163878, -0.07582657330311053], [-0.16109724709992976, 0.33554312732420544], [-0.17199436159673825, -0.1887904434853683], [0.1858169564317131, 0.14031933770952934], [-0.038655615351801086, 0.15226176997737048]]","[[-0.0012777187897950197, 0.3966007492927722], [-0.28447363834021117, 0.3159852715582059], [0.19942587273623266, 0.5530929527666414], [0.21318140018031628, 0.35154814550636243], [0.2022184519229619, 0.1402347591191321], [-0.03399167273692697, 0.18426518172063944], [0.09045107803968953, -0.0428478536761596], [-0.13826990130262626, -0.021750669296841257]]","[[0.31750259908069645, 0.09103062301409195], [-0.10814993995151222, -0.14883262012051235], [0.2615101699546999, -0.13245952524223892], [0.014531427323725789, 0.3887544696515085], [-0.1117096847062306, 0.09593752649312724], [0.07810272484559946, -0.019955638642360052], [-0.26173373106631487, 0.2840804484106463], [0.4370020372247476, 0.2669512546191977], [0.11115841416421544, 0.18722161068425575]]"
"[0.25023401086931774, -0.3984124620602511]","[[-0.03288134563171543, -0.4238564918242606], [-0.10611641736664675, -0.2370354775439666]]","[[-0.3082868261871679, -0.3137599619928766], [-0.14816041357862977, -0.19371393562593295], [-0.35304767783039576, -0.10610354059871957]]","[[-0.22375678750486633, 0.16938766720995918], [-0.03438308412182927, 0.2632029670309489], [0.15312837370161694, 0.1265605786946886], [-0.035433382102469414, 0.014828983441921377]]","[[-0.09836533996777486, -0.13487298234664027], [-0.39372579989196477, -0.3970332615714695], [-0.08519030630468749, -0.3439803803737387], [-0.28676510783747755, -0.22768547842943598], [-0.4191710438677135, -0.018830474544977712]]","[[-0.21871154593458392, 0.523205648483303], [-0.10311842393244862, 0.3355489225101837], [0.008055670172287269, 0.5366903261171385], [0.1303263863168633, 0.3782575370349718], [0.03185769749340688, 0.17145177849191712], [-0.2810167974491763, 0.15418865533644557]]","[[-0.3616029487054454, 0.4456424486886853], [-0.1496406170718537, 0.08450683720449656], [-0.4229793897960434, 0.19545916586121675], [-0.050735401720141765, 0.4582308035931027], [-0.23416009772798219, 0.28880413379285297], [0.00916417092529717, 0.20866532064640267], [0.0895043828575618, 0.020292244516940467]]","[[-0.3306282708070712, -0.09459634407206743], [0.17708038186302957, -0.36794437316098305], [-0.34368294577136044, -0.39688855169369486], [-0.16397220561896333, 0.03033928826277653], [-0.08476975953586025, -0.41834960305423746], [-0.16765121495786453, -0.2265743681515788], [0.0449590487082352, -0.10546915507075137], [-0.5574709661459258, -0.15664368712912546]]","[[-0.08351644510687262, 0.021707353155035948], [0.11173555070370329, 0.3931220271068859], [-0.15396522232717408, 0.3423719725559184], [0.23829169989725132, 0.186218803300476], [-0.29008049122260166, 0.17395274189193027], [0.2491440638781109, -0.04662568063892593], [-0.2854023508218629, -0.06307984259985559], [0.003596708871689959, 0.21717875760955796], [-0.47489413548496523, 0.030788186259843496]]"
"[0.075024325262877, 0.28946834799837856]","[[0.19540278997321237, -0.319457995891214], [0.34462774624387493, -0.4544903302695001]]","[[0.35100391059830643, -0.4491085892346253], [0.13011513135189492, -0.5590284990295896], [0.16905753934955023, -0.35714526366544236]]","[[-0.4771446773377139, 0.25157103962592786], [-0.4259846000875058, -0.15982147080050188], [-0.5514119563937664, 0.017569371675289724], [-0.3400083930451492, 0.09263869595453958]]","[[-0.053215572458232586, 0.27221330895143253], [0.10089702531331296, 0.1334794413224796], [0.12897289155288158, 0.4002796015157326], [0.3022660506716914, 0.02685289149411272], [0.2804295634962893, 0.24950018434757285]]","[[0.01776890784276672, 0.3448500499300058], [-0.18238616215991446, 0.4840889924469993], [-0.2129582374372363, 0.07157874559070018], [-0.41549008775918617, 0.14353268657608398], [0.019487844458329944, 0.1389587799501653], [-0.21004805074000235, 0.2837936954907191]]","[[0.43636558899465056, -0.019888822856555858], [0.3422654810486562, -0.28596623187093184], [0.19265053263460555, -0.4439876245838232], [0.13726272111749335, -0.2453614523272762], [0.002381890354708078, -0.04768315945896726], [0.5336827108411983, -0.21507725682246784], [0.22437755209563529, -0.002563521851875305]]","[[-0.2395708272612018, -0.3613018167456044], [-0.39529086986423073, -0.13116056396528103], [0.016143118738118, -0.3000453801144436], [-0.10247857353615338, 0.12176090555598315], [0.11784264820349834, -0.12422453235794288], [-0.1468533202112338, -0.18280007972172757], [-0.31504288856899026, 0.06147683711297207], [0.2614313121475242, -0.33215718180641224]]","[[0.5571797577834091, 0.07732674165650813], [0.16332656704353227, -0.09331314560094064], [0.4138178119161903, 0.3925230053806507], [0.28711316854655766, 0.07147022394212545], [0.052100496024031176, 0.3810199549023822], [0.2172039135420496, 0.26337040755706287], [-0.2646845915772586, 0.12849707234668142], [0.21844181080216274, 0.4926952285236599], [0.0761275456309072, 0.11718001140956479]]"
"[-0.43105706563061386, -0.18359692062194616]","[[0.075840462383643, -0.21806900392302264], [0.2761252679018853, -0.22101292055433702]]","[[0.03752440580708033, 0.5298990797186869], [-0.14535247226304113, 0.44143535861080874], [0.07857889528852925, 0.30774558950641073]]","[[0.06019618102804278, 0.17823994931545822], [-0.1876584465411705, -0.07971170835358893], [0.026807447441335588, -0.04038633305360204], [-0.17818728785032123, 0.12753763641901858]]","[[-0.19096480170835262, 0.2202776521134577], [0.009488999043989208, 0.5721548226574139], [0.16477125949827795, 0.3732973518003487], [0.07476286221063107, 0.1476230553836633], [-0.051949696108355745, 0.36609537475325354]]","[[-0.5042184434856596, 0.24959378884587158], [-0.14877643798118484, -0.059020126001740114], [-0.46546181494132466, -0.1471818588402077], [-0.26957518187208745, -0.22263810459524838], [-0.2342448443914648, 0.21754944417529726], [-0.37109182385784195, 0.03297203532481631]]","[[-0.27819289690075527, 0.2483046813246476], [-0.5592260237138849, -0.07980801324287977], [-0.026637344717372308, -0.10521889364121585], [-0.16909952645659185, 0.05101222878256789], [-0.21868546305501066, -0.16482274839932262], [-0.3689572500107929, 0.03738969849335829], [-0.49227831811218986, 0.2063327632277477]]","[[0.43039348711459674, -0.2176132953198537], [0.11499515674856413, 0.2899266495440316], [0.12808102003139596, -0.009244067984354065], [-0.030386771168905473, -0.2551920291624523], [0.3118809155168881, 0.2081403981228026], [-0.06282563634610334, 0.11114412413027695], [0.22944900542930163, -0.23921835558115082], [0.33219925311336224, 0.0035410395788749187]]","[[-0.4007656520072294, -0.25517300445391483], [-0.002534053661406415, -0.03841937385778563], [0.03867088550537559, -0.37109058839216275], [0.14298263539714814, -0.19121790068267305], [-0.18592892280395246, 0.09800459324165622], [-0.17114407793371844, -0.47763389460370764], [0.20594417137152282, 0.033112046987541804], [-0.3669302527083935, -0.010624696365658668], [-0.20182203610849478, -0.19970173151634407]]"
"[-0.48958603946102763, 0.32731293615049173]","[[0.4298854344354601, 0.24556028782034023], [0.23727674624932948, 0.18886586315459258]]","[[-0.1599523582230929, -0.020289166781496174], [-0.3458010015304564, -0.14250622038001895], [-0.3538668896253721, 0.08903610231223419]]","[[0.08172100217045614, 0.5402562525463245], [-0.024891988969352973, 0.31595276793208527], [-0.14685316472848742, 0.5184788481920529], [-0.2646655063210597, 0.3159281349431851]]","[[0.14370466841446422, -0.4636309982806098], [0.2961807471193908, -0.30487684838795487], [-0.08083516471444438, -0.49823911181902014], [0.057429843216129074, -0.22123310288296744], [-0.1653320673045236, -0.3160671692815837]]","[[0.1382403832049451, 0.0462086450304607], [-0.07534018949214154, -0.3274433807795599], [0.3332171610134826, -0.14895102818546319], [0.22614943412716124, -0.3322834867125916], [-0.0756450994425101, -0.005640117700353421], [0.0938048843888254, -0.16909843217532775]]","[[-0.08751196138777266, -0.40239331021683095], [-0.1389983634140625, -0.1821537091642013], [-0.5212097088452917, -0.15879536445288125], [-0.24197016774290594, 0.025691971861017886], [-0.324083892787021, -0.3083678109532634], [0.06465625853811506, -0.19815494036826437], [-0.2569867334647868, -0.5155038850209747]]","[[-0.012034279999911439, 0.06556808781241986], [-0.3446774290598954, 0.11122635080299646], [0.22428040003470762, 0.1796687910302273], [-0.037221971777983635, 0.5300244249381355], [-0.1456717336157172, 0.2672263832914442], [0.040508406505222534, 0.3412803201140432], [-0.26975617824218623, 0.48628578621654683], [0.24128509790231628, 0.4122343446782376]]","[[-0.15654783233563613, 0.5456880468186037], [-0.24757731968740795, 0.34117179271889175], [0.237608115185398, 0.5379153628426676], [0.0469559873873498, 0.0609843963705915], [0.17872629641391088, 0.30721368784738284], [-0.014663874177430473, 0.385293302856951], [-0.1034840675008618, 0.1993866575147459], [0.37552485507684036, 0.26074226948317425], [-0.1631567374159006, -0.0021534685146951615]]"
"[0.2443568370277045, -0.23874091154858243]","[[0.29932439847351855, -0.2783039550742582], [0.14276117392638485, -0.15345139110726028]]","[[-0.15674404860239688, -0.25078459247658497], [0.006578924124220241, -0.41324131210186005], [0.06959682433872849, -0.20549031443856539]]","[[-0.22711054503220823, -0.5144049053218714], [-0.016307770745122817, -0.5558659767831347], [-0.26432457165568224, -0.2824025039497699], [-0.026303944553407815, -0.34464361634901186]]","[[-0.13250041589442924, 0.4634743177333449], [-0.03625216126902591, 0.28212032656479163], [0.10864293512180892, 0.5244886061775208], [-0.2806491611955352, 0.29160063440784684], [-0.17458602784440078, 0.11997474961663163]]","[[0.3299424372810393, 0.4114780133894161], [0.051944887288218326, -0.03233758374135307], [0.4337222981537534, -0.07578498258626121], [0.10477943773033714, 0.1703675017914044], [0.3400878522727408, 0.20016066552806494], [0.2510029109880425, 0.01747244452819591]]","[[-0.2314520007693297, 0.33838000150240727], [-0.18132207761103206, 0.5552670473927488], [0.017458222085991553, 0.32213086183097556], [0.10538257653630445, 0.5364165263315271], [-0.32661765694444117, 0.13553859080651098], [0.2001110614088519, 0.2352342526365964], [-0.07707990285528175, 0.1388757586163816]]","[[0.2564657333297123, -0.5164120873644681], [0.16207736998829034, -0.17430025554579232], [0.3801370228700199, -0.12440354324600712], [0.3861419762144276, -0.3474957963553726], [0.023072413076989942, -0.006703975881976366], [-0.07114697953604181, -0.35683211304459495], [0.45447188669532573, 0.06927659529933487], [0.23571610799738704, 0.02784742549372824]]","[[0.12352761201622256, -0.5468572532837559], [0.3269537579821693, -0.14821727133703638], [-0.17374906020363926, -0.07190913605219341], [-0.07646026346349713, -0.5341566642345157], [0.06446752128858728, 0.011530587655488696], [0.17734850627899523, -0.32847254707869106], [-0.01015131191695844, -0.24065236825376074], [-0.3732824370369478, -0.21519922319826376], [-0.23017550258214428, -0.35747389881463476]]"
"[0.5363314188299194, -0.14809861569100125]","[[0.17083311991776792, -0.05558111512160733], [0.1461049568064877, -0.25438559320493304]]","[[0.07700183490032705, -0.35627018624379625], [-0.11838355721398923, -0.41989981358322065], [0.04553884901650391, -0.5822363694770394]]","[[0.5195678262777355, 0.06634869171649047], [0.11508779247300271, 0.04459464887784077], [0.27862218446352316, 0.18290230777407274], [0.28701832247091064, -0.08209332131291468]]","[[-0.006164932418690097, -0.4528126201229341], [-0.1681524682570009, -0.11721653268637569], [-0.1959903964051736, -0.3710708837277218], [0.03544926667602863, -0.1302589477940128], [0.16830580561999814, -0.32298356607012285]]","[[-0.12151555870586603, -0.4812968000001843], [0.16790488833295267, -0.2471088416996458], [0.27214716196035416, -0.49820278546509117], [-0.038147587524033764, -0.29309333197091036], [0.014949188681413147, -0.08915939926713055], [0.06798063624072649, -0.5852336971646088]]","[[-0.0015444251822213466, 0.17452400993182896], [-0.3864233363803332, 0.3856338194384884], [-0.45841970572989144, 0.11901701190004808], [-0.23552014845846486, 0.11986313412455778], [-0.06694767956243396, -0.029831379541550785], [-0.3576154478026905, -0.11072010138878656], [-0.17113735677840214, 0.37123035181888253]]","[[0.11895989691250043, -0.4531686673706004], [-0.16516506104640707, -0.03240926074491446], [0.03539791161122963, 0.017706842047032937], [0.2602726326243711, -0.2021454296306109], [-0.07993394910368964, -0.42305571474287856], [-0.2833532244481061, -0.22994433794129646], [0.3633812293108319, -0.4186270945829863], [-0.04042382183071007, -0.1991401458565282]]","[[0.23250081832313607, -0.03448075506690146], [0.3034476098774822, 0.1830296703973891], [-0.18904104685434053, 0.18833284185042862], [0.2553794676357457, 0.5314352583170906], [0.16363099535363254, 0.3461022642192175], [-0.0841935017478271, 0.3664174397160571], [-0.26748786402911323, -0.05736109653727262], [0.043842773669028334, 0.577246673499167], [0.02102957219118283, 0.0979254794926055]]"
"[0.0038807231877187303, -0.2777732366953785]","[[0.1734117655345296, 0.46860731914486053], [-0.01847566562869785, 0.52581935004857]]","[[0.023581383320217864, -0.14485493475327696], [-0.06776129410461201, 0.04872406380669356], [0.14236151446293968, 0.029671970014602284]]","[[-0.0389916918612136, -0.388752419995929], [-0.2709884701808293, -0.36873671266769453], [0.09349318837137091, -0.23801008290575854], [-0.09100040788429245, -0.11490803606521542]]","[[0.2075830250205083, 0.5448960418430373], [0.010600229768786232, 0.45420498888786176], [-0.10187712889758427, 0.28364076042242115], [0.1691377395635631, 0.293820614486451], [-0.2596336492265815, 0.40815120909286945]]","[[0.26568550625605564, -0.48823100126060537], [0.030589778490880962, -0.34307155488476027], [0.2920158589989485, -0.005481777194348812], [0.4969139129819881, -0.3034402107212153], [0.2924968692334099, -0.2393606426967254], [0.09404279540557291, -0.1505005030192783]]","[[-0.4069355390488937, 0.37207368581823036], [-0.24593577727054447, 0.19917396778247878], [-0.42360727833657225, -0.08003411738888748], [-0.22269992972584096, -0.007913174381400552], [-0.5458110461780458, 0.2006057762678532], [-0.12767295506375728, 0.3689678629588407], [-0.26313434255033313, 0.5223746060296944]]","[[0.4578461037593053, -0.0425280984807614], [0.3105081462658962, -0.253400778181943], [0.5107466611240274, 0.18303335057259504], [0.05013881804369301, 0.21472050036076742], [0.11913774150617627, -0.046477809882714556], [0.3069987493408211, 0.11186211070896974], [0.10261508471656716, -0.25482825738733483], [-0.08881417545548334, 0.035709595317019026]]","[[-0.03971785412685378, -0.013307253576883936], [-0.1795931736998084, 0.3973594317450326], [-0.3834375522639881, 0.20263766925149762], [-0.17272229141218848, -0.19949677387464254], [-0.5360333538572699, -0.009032368777402771], [-0.28286279854376034, -0.008232758075431683], [0.17411699897949384, -0.08382665075843401], [-0.16068367208365952, 0.1786486522774764], [0.029814794500374706, 0.34001547930781484]]"
"[-0.1989246115662565, -0.15069844343359862]","[[0.21918454152848227, -0.10588244801595839], [0.1860161616926718, 0.09155890801726524]]","[[-0.42255820389626353, 0.35871945956833473], [-0.19896656331745483, 0.3032224324013186], [-0.25553590712368324, 0.5056038804507684]]","[[0.107131415583101, 0.03171316484874249], [0.3330877778846877, 0.14211400081541528], [0.23058747141838212, -0.24340322486593785], [0.3173726134345681, -0.05921806988573682]]","[[-0.4004020094395207, -0.04445243948850948], [-0.17181756668418613, -0.18180129995893848], [-0.46264198425852476, 0.17889071841303528], [-0.23640824159873003, 0.08340028676903545], [-0.2824747884808712, 0.2826805534387526]]","[[0.4838288853419304, 0.012393783640839304], [0.3357737587390128, 0.3939464288632381], [0.48781910936274964, 0.21484656822060386], [0.038497076365425514, 0.2266532147795764], [0.13074852606734502, 0.009493629341700475], [0.2855531954453259, 0.1811044151544938]]","[[0.14162553822338392, 0.3850374027840034], [0.14862566890709045, -0.11120959689479885], [0.39332636479883865, 0.3869926518090174], [0.40462455387813373, -0.12110830933676162], [0.23143806607869288, 0.12402376181071403], [0.031443448417621304, 0.15083815177969048], [0.4360523150463376, 0.1818515773867412]]","[[0.3364035831170529, 0.12390393923093283], [0.4336864367158133, 0.35981147627037974], [0.06743640335689947, 0.0759148581953004], [-0.079559988999742, 0.39531058321326396], [0.21309668101319243, 0.48855257098982907], [0.23478258025928536, -0.08446837776908474], [-0.12854716397353463, 0.17339976512773136], [0.14965136140762586, 0.26897313353206964]]","[[0.11766436913102363, -0.04327704920019282], [0.17973489876850246, -0.2957558932143311], [0.4322853556796634, 0.1292829237047714], [-0.0348924626991882, -0.2091692004054023], [0.511593351462966, -0.2715393032181878], [0.39631341359825684, -0.10388811790353111], [0.1759041025424718, 0.35783279634564974], [-0.11077337801993212, 0.08002505665429639], [0.1915495233696259, 0.15329463501335125]]"
"[0.21839164384074103, 0.06179923858190914]","[[-0.20887660672828282, 0.3399455197969581], [-0.34272369919491674, 0.19089688818271272]]","[[-0.10589639487257244, 0.35295021258352427], [0.12780035046084517, 0.3479378296372768], [0.013663645537612555, 0.51889388118174]]","[[-0.43942495523079517, -0.22401056498097033], [-0.009260832099230759, -0.1633376679159051], [-0.21598309108097546, -0.10172603009605206], [-0.2278206133413005, -0.33154874685782076]]","[[-0.18510638544872327, 0.41559840932892733], [-0.057175862535637494, 0.18304904272057057], [0.24003340414173915, 0.43371676657957026], [0.006490958465160464, 0.4770521622163581], [0.13658455045585424, 0.2476502540597336]]","[[0.23625405956766557, 0.3892633732772463], [0.11760889656980711, -0.0038201085241890706], [0.42882153754783053, 0.07157264481568941], [0.22360409458703237, 0.16865996735680294], [-0.08582952339030024, 0.051003002567710905], [-0.0010028139275050567, 0.23222523166366787]]","[[-0.3025445156539714, -0.42280529123536587], [0.12162933753582021, -0.2851722644810181], [-0.2753205641105948, -0.038672864930592576], [-0.4202189534315163, -0.18742991959605093], [-0.15636117447925973, -0.27217203193286355], [-0.09967880665522989, -0.47242523529006747], [-0.06261398545311019, -0.08879309989794046]]","[[0.29210958841889567, 0.026991922891258572], [0.03093533645276146, 0.3258936230244337], [-0.13014708308220477, 0.20110385145229231], [0.463805327987396, 0.2670013362689149], [0.17887675575806267, 0.48912385903522404], [0.2495142025194702, 0.28253247413027655], [0.03200252102949923, -0.1932501096446728], [0.04457092617056691, 0.07668709382136672]]","[[0.30047334598257713, -0.32583448447642216], [0.4997394081452916, 0.05175273655880906], [0.13646797290608587, 0.02221883094322858], [0.11448241016544139, -0.2117191838414046], [0.417500260412479, 0.2413963184479076], [0.19152536325099656, 0.23172406522327998], [0.5046802385722475, -0.28323005758562664], [-0.037891296982194685, 0.14714919272112825], [0.3292067348064443, -0.0657181274468392]]"
"[-0.40242150741388927, 0.27329756427278695]","[[0.4162662019019998, 0.09129510669171749], [0.33420900269466314, 0.27427456354974017]]","[[0.5267872668145167, -0.16137547842759675], [0.3420119191573968, -0.036920749927643534], [0.3185462880061428, -0.2399114968218526]]","[[-0.4918595852306691, 0.19162898845839058], [-0.30188041745692074, 0.10218906117132437], [-0.3018224646415858, -0.14357118929282034], [-0.4853871342809682, -0.061736688026617866]]","[[0.26736814946294957, 0.039639821311179], [0.3007085492035367, 0.3262250213434343], [0.4353907115448318, -0.11778011175670104], [0.4521497692138949, 0.1289853794543976], [0.1485908728023605, -0.12275462689891227]]","[[-0.4836161913484198, -0.3187453071493452], [-0.26471688047626735, -0.2860523134109648], [-0.41762950244179403, 0.08668289631298715], [-0.3878484475239729, -0.1200129628316565], [-0.19654931186518254, -0.017200237521102193], [-0.07523945320955261, -0.19429752312200124]]","[[-0.1635229753841098, 0.12186382262109141], [0.03437657187081179, 0.5178389267683822], [0.324184412335695, 0.17931743601205324], [0.08929018524031027, 0.11005745596178185], [-0.1318259817332877, 0.4026967659136047], [-0.053046683696667, -0.06058584598870606], [0.042745683665752716, 0.304616966822181]]","[[-0.503192831713878, 0.2818759502405315], [-0.1851508851951268, 0.5121570681976513], [-0.3428391331654375, 0.06336275884690255], [-0.2620893383019587, 0.2653373399092269], [-0.09201493982796581, 0.138249408295409], [-0.14188251758679749, -0.08598668861617832], [-0.5391716430792404, 0.01870596234549803], [-0.2779852747659758, -0.23950462846526258]]","[[-0.39546702852536103, 0.05887767166707298], [0.0019437857506851024, 0.07006750722115952], [0.08809400946991845, -0.15083790972035777], [-0.35358057288562594, -0.14123029179452673], [-0.18893042820243505, -0.004761820558363635], [-0.16054322822148615, -0.2701644482013472], [-0.3593088451216199, 0.2649120528395154], [-0.09346394646241396, -0.4621051997984888], [-0.5526246027455071, -0.11781718335669726]]"
"[-0.4913090862596544, 0.31587628757091063]","[[0.5159928458027473, 0.13749655768121952], [0.38343727829172375, 0.28833164788761484]]","[[-0.31319101668702665, 0.019781348947723338], [-0.5473895760332308, 0.024991247927059115], [-0.4494119348059314, -0.1602141851013313]]","[[-0.34940937311115045, -0.11648702989399858], [-0.2695829051223266, -0.4589438614516443], [-0.4698604504367728, -0.3018413850444449], [-0.18849712946501163, -0.26902343222239633]]","[[-0.5348211864270219, -0.08335004612931018], [-0.428892633085643, 0.14758700623805307], [-0.3277098387322906, -0.27887202276080253], [-0.29687101947458117, -0.03792463078145938], [-0.23363771935579355, 0.21194794904782605]]","[[0.404576257273406, 0.0700140295133255], [0.16236872381874318, -0.0021128728600973284], [0.5529541989122894, -0.15659614737169442], [0.13702497511457395, -0.2589057080071786], [0.36740063964394665, -0.3636528069500345], [0.3132750905084481, -0.159771579268986]]","[[0.373835093542847, 0.13553027784675922], [0.025265531087721685, -0.15487691700731251], [0.38086488534306906, -0.0720131222026176], [0.4315741710459581, -0.28075472739566504], [0.18097069018870113, 0.01647246612045595], [0.1962900518120967, -0.2624101628120604], [0.08955660480178401, 0.2127528718980948]]","[[-0.19469543066458847, -0.326291241472255], [0.30343637985980976, -0.10925869102227477], [-0.1969922581528186, -0.11664339975312436], [0.2570255161168456, -0.3247060146943647], [0.10684135558856425, -0.18174565546534566], [0.03482742583321104, -0.4893606045609451], [-0.015658395544436696, -0.0001692298399926468], [0.11980560642279467, 0.15585563517441894]]","[[-0.01550530976013749, -0.4685693709261764], [-0.18673980358629047, -0.03677939788938074], [-0.492500386343057, -0.31631588298646995], [-0.31211872613566405, -0.49615226168915794], [-0.29213402726227655, -0.2779210730957987], [-0.48141959868665407, -0.11483975315711048], [0.2805727548720413, -0.20550850813502752], [-0.0662162642732561, -0.2200496541038322], [0.06776853683421198, -0.046300179137656175]]"
"[-0.0300711363278092, -0.16168860719337894]","[[-0.22226122312079244, -0.00806926593831646], [-0.023245446524914906, -0.037240983575548024]]","[[0.13507679288784277, 0.012189921546254917], [0.31506600046810584, 0.10578898906948993], [0.12756957777796288, 0.2513869495778075]]","[[0.14909032788103166, -0.4768554918693636], [0.26071220381864263, -0.20018841858473793], [0.02634252458519163, -0.30967292471165575], [0.3541358554053611, -0.43808560323820217]]","[[-0.4709100701083565, 0.02189337908226187], [-0.29145525575644754, 0.3795081276742083], [-0.23690205020139254, 0.016868774910060797], [-0.4278442329265702, 0.22919645259494104], [-0.09991604659712162, 0.23043195716445664]]","[[-0.25052904509636076, -0.46440103658729176], [-0.12772535636451293, 0.010821502090106766], [-0.031043743050516784, -0.3649555915866845], [-0.3754529733759062, -0.18839395716731677], [0.07378414788444272, -0.15062955699655364], [-0.17220243018048728, -0.20498996683935267]]","[[0.3350011905151264, 0.09255159473130091], [-0.07424962927914175, -0.2643067362759337], [-0.0068732696698998825, 0.04948606721470151], [0.12855319879406235, -0.3381192636220083], [0.11551090787938859, 0.24000211478775196], [0.3415900712266813, -0.1269386107563701], [0.14228147320501944, -0.08533637750285226]]","[[0.5011924336457421, -0.024432440978935197], [0.2806328112604475, -0.04317330297599672], [0.4832514634589159, 0.31109822070486504], [0.16408111659662816, 0.42847901077729456], [0.23688927214560462, 0.23559820796421724], [0.07772697954394367, 0.06196890701796274], [0.10192126774068293, -0.18867749580812243], [-0.012619648351882298, 0.24997239668137242]]","[[-0.08830733675648182, -0.32541118850070216], [0.2573655446525002, -0.0029570100823114536], [0.27547652153196345, -0.34332263321768475], [-0.10322368112243578, -0.12113330350182801], [-0.09512634339583304, 0.07974184968350245], [0.1087639633701519, -0.14934854126711464], [-0.2976800736237512, -0.022953619774800198], [0.014308470788770018, -0.5004438889851849], [-0.3557422450128242, -0.24953541402881954]]"
"[0.14557363600905707, -0.03994760510263185]","[[0.45098141687762733, -0.20237638590572143], [0.5433504117931098, -0.02475258047346216]]","[[-0.05604225559701161, -0.5082314702914299], [0.10137377066920354, -0.3837858820064252], [-0.12802807887251882, -0.3142638921214105]]","[[0.15462156444594843, 0.0379601134824338], [-0.046642739949193296, 0.06510400621286498], [0.12320708371464141, 0.2499967514902957], [-0.13279798436850673, 0.2624558601457805]]","[[-0.2338402938730933, 0.15846616122991625], [-0.3229678957369872, -0.0901175890533356], [-0.5034912146055804, 0.021834460539281654], [-0.23914892391179104, -0.28496604153387733], [-0.10132718886958789, -0.1172648190903725]]","[[-0.4718675517483807, -0.080313523620691], [-0.31247550484642445, -0.23218356379105512], [-0.2575593735283343, 0.24158811959194182], [-0.2948669609652105, 0.017652028830845004], [-0.0883702388727292, 0.027494606567874856], [-0.45154527444290743, 0.17691331155056722]]","[[-0.27882252076513336, 0.33055409005240166], [-0.4957633793454142, -0.06140876275196145], [-0.0066404743852866415, -0.09326226909207957], [-0.0437417051997281, 0.24568157295930956], [-0.4653499650939929, 0.1386387143322748], [-0.23664853702636232, 0.07695828400639043], [-0.2650254833014284, -0.12289079349875774]]","[[0.17295790489511154, -0.46037743866749825], [0.1416591427765588, 0.05421051799673566], [0.21994266958916148, -0.13656690113679631], [0.3639906379971415, 0.0627265571221228], [0.015481321741344221, -0.13916897583717935], [0.440802488837635, -0.2883976186876931], [0.5157567705321767, -0.08800602901884749], [0.24768837887357187, 0.24424825162618136]]","[[0.22829877875946783, -0.39640994854570016], [0.3366371496270161, 0.05839125036393789], [-0.11436045239834208, -0.12024221759915668], [-0.02100147820737577, -0.3824026009196371], [0.08479146627654295, 0.024089629435920912], [0.16206374850784472, -0.16075841177209507], [0.38495438842944835, -0.24810596019115372], [-0.23418047716532614, 0.09565997955556291], [0.2111996426858246, 0.23215637940447356]]"
